Team,Medal
Australia,Bronze
Devon and Somerset Wanderers,Gold
United States,Silver
United States,Bronze
United States,Gold
United States,Gold
Australia,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Gold
Germany,Silver
Russia,Gold
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Gold
Australia,Bronze
Australia,Silver
United States,Gold
United States,Bronze
United States,Silver
Canada,Silver
Australia,Bronze
Russia,Gold
Canada,Gold
Australia,Silver
Australia,Silver
Australia,Silver
United States,Bronze
Norway,Bronze
Peru,Silver
United States,Silver
Soviet Union,Bronze
Bulgaria,Silver
Bulgaria,Gold
Bulgaria,Bronze
Bulgaria,Bronze
France,Bronze
France,Silver
Hungary,Gold
Hungary,Gold
Italy,Gold
Italy,Bronze
France,Bronze
Norway,Gold
Norway,Bronze
Denmark,Silver
Norway,Silver
Norway,Bronze
Denmark,Gold
Denmark,Gold
Norway,Silver
Norway,Bronze
Norway,Silver
Norway,Silver
Norway,Silver
Netherlands,Bronze
Norway,Gold
Norway,Silver
Norway,Gold
Great Britain,Bronze
Great Britain,Bronze
Great Britain,Gold
Italy,Silver
Italy,Bronze
Italy,Silver
Germany,Gold
Germany,Silver
United States,Gold
United States,Silver
Australia,Bronze
Australia,Gold
United States,Silver
United States,Silver
Australia,Bronze
United States,Gold
United States,Bronze
United States,Silver
United States,Gold
United States,Silver
Belgium,Gold
United States,Gold
Soviet Union,Gold
Italy,Silver
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Gold
Soviet Union,Silver
Canada,Silver
Cuba,Bronze
Great Britain,Gold
Yugoslavia,Silver
Great Britain,Silver
Great Britain,Silver
Serbia,Silver
Canada,Bronze
Italy,Bronze
New Zealand,Gold
Brazil,Silver
Cameroon,Gold
Australia,Bronze
Switzerland,Bronze
United States,Bronze
South Africa,Gold
United States,Gold
Netherlands,Silver
Germany,Bronze
Hungary,Gold
Hungary,Silver
West Germany-1,Silver
United States,Bronze
United States,Gold
Germany,Gold
Germany,Silver
Norway,Bronze
Norway,Bronze
Hungary,Silver
Germany-2,Gold
East Germany,Bronze
East Germany,Gold
Romania,Silver
Romania,Gold
Germany,Gold
Great Britain,Gold
Great Britain,Gold
Ukraine,Gold
Netherlands,Silver
Canada,Gold
Canada-1,Bronze
Canada-1,Bronze
New York Athletic Club-1,Gold
Germany,Silver
West Germany,Gold
West Germany,Gold
Germany,Bronze
Germany,Silver
Germany,Silver
Poland,Silver
Poland,Bronze
Germany,Bronze
West Germany,Bronze
United States,Bronze
Great Britain,Gold
Brazil,Bronze
Brazil,Gold
Lithuania,Bronze
New Zealand,Silver
Great Britain,Gold
East Germany,Bronze
Germany,Bronze
Taifun,Gold
United States,Bronze
Italy,Silver
Belgium,Silver
United States,Bronze
Norway,Gold
Norway,Silver
East Germany-1,Gold
United States,Silver
United States,Bronze
United States,Bronze
United States,Silver
United States,Bronze
France,Bronze
France,Silver
United States,Bronze
Namoussa,Bronze
East Germany,Bronze
East Germany,Bronze
East Germany,Silver
East Germany,Gold
East Germany,Bronze
East Germany,Silver
West Germany,Silver
Switzerland,Bronze
United States,Bronze
Norway,Gold
Norway,Gold
Germany,Silver
United States,Gold
Italy,Bronze
Finland,Silver
Canada,Silver
Great Britain,Gold
Germany,Silver
Germany,Gold
Germany,Bronze
Germany,Gold
Germany,Gold
Germany,Gold
Norway,Gold
Norway,Silver
Norway,Gold
Norway,Silver
Denmark,Bronze
Australia,Bronze
Australia,Gold
Canada,Gold
Australia,Gold
Germany,Bronze
Nina,Silver
Canada,Silver
Brazil,Bronze
Netherlands,Gold
Netherlands,Bronze
Germany,Bronze
France,Gold
East Germany,Bronze
Germany,Bronze
West Germany,Silver
Soviet Union,Bronze
United States,Bronze
United States,Gold
Canada,Gold
Australia,Bronze
United States,Silver
India,Gold
United States,Bronze
United States,Silver
United States,Gold
France,Gold
France,Silver
France,Bronze
Australia,Silver
United States,Bronze
Canada,Bronze
Canada,Silver
United States,Gold
United States,Bronze
United States,Gold
New Zealand,Bronze
Soviet Union,Bronze
Germany,Silver
Belgium,Silver
Netherlands,Silver
East Germany,Bronze
East Germany,Gold
East Germany,Gold
East Germany,Gold
United States,Gold
Australia,Gold
Australia,Silver
Great Britain,Silver
Netherlands,Bronze
Netherlands,Bronze
United States,Gold
Germany-1,Gold
Germany,Bronze
Great Britain,Bronze
Netherlands,Bronze
Netherlands,Gold
Netherlands,Gold
West Germany,Silver
West Germany,Silver
West Germany,Silver
Germany,Gold
West Germany,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Silver
France,Gold
Canada,Silver
Canada,Gold
Great Britain,Silver
Australia,Bronze
South Africa,Silver
South Africa,Gold
Great Britain,Silver
Germany,Gold
Sweden,Bronze
Sweden,Bronze
United States,Silver
Czechoslovakia,Bronze
Great Britain,Silver
Great Britain,Bronze
Australia,Silver
United States,Bronze
Germany,Bronze
Norway,Bronze
Norway,Silver
Sweden,Bronze
Canada,Gold
Canada,Bronze
Canada,Bronze
Canada,Gold
Canada,Gold
Great Britain,Silver
Australia,Bronze
Australia,Bronze
France,Bronze
Slaghoken,Silver
France,Bronze
Poland,Gold
Poland,Bronze
Hungary,Gold
Hungary,Gold
Netherlands,Silver
Netherlands,Silver
Australia,Bronze
Australia,Silver
United States,Silver
United States,Gold
Finland,Bronze
Netherlands,Bronze
Sweden,Bronze
Belgium,Bronze
France,Bronze
Australia,Bronze
Australia,Silver
Australia,Silver
Poland,Bronze
Poland,Bronze
East Germany,Silver
Great Britain,Silver
Canada,Bronze
United States,Bronze
Great Britain,Bronze
United States,Silver
Great Britain,Bronze
United States,Gold
Australia,Gold
Australia,Silver
Australia,Bronze
Australia,Gold
Australia,Bronze
Great Britain,Silver
Canada,Bronze
Great Britain,Bronze
Great Britain,Bronze
Netherlands,Bronze
France,Gold
France,Bronze
Germany,Silver
Germany,Bronze
Germany,Gold
France,Silver
Canada,Silver
United States,Gold
Australia,Bronze
Great Britain,Bronze
New Zealand,Silver
France,Gold
France,Bronze
Netherlands-1,Bronze
Netherlands,Silver
Netherlands,Silver
Netherlands,Silver
Norway,Silver
Canada,Bronze
United States,Silver
United States,Gold
United States,Gold
Great Britain,Silver
United States,Gold
United States,Bronze
United States,Silver
United States,Bronze
United States,Bronze
Bahamas,Bronze
Bahamas,Silver
Bahamas,Gold
Bahamas,Bronze
United States,Gold
United States,Gold
United States,Silver
United States,Bronze
Great Britain,Silver
Great Britain,Gold
Australia,Gold
Australia,Gold
United States,Gold
Ireland-2,Silver
Australia,Bronze
United States-1,Gold
United States,Bronze
Canada,Silver
Australia,Bronze
Australia,Bronze
United States,Silver
Great Britain,Bronze
Great Britain,Bronze
Australia,Bronze
South Africa,Bronze
United States,Gold
Canada-1,Silver
Canada-1,Bronze
Canada,Bronze
United States,Silver
United States,Bronze
Great Britain,Silver
United States,Gold
Canada-2,Silver
United States,Silver
United States,Bronze
Australia,Bronze
Australia,Bronze
United States,Gold
United States,Gold
Australia,Gold
Australia,Silver
United States,Gold
Great Britain,Gold
Great Britain,Gold
Great Britain,Bronze
Great Britain,Silver
Yugoslavia,Silver
Belgium,Bronze
Australia,Silver
Great Britain,Gold
Great Britain,Gold
United States,Silver
United States,Gold
United States,Bronze
East Germany,Bronze
Sweden,Bronze
East Germany,Silver
East Germany,Bronze
East Germany,Silver
East Germany,Gold
East Germany,Bronze
East Germany,Bronze
East Germany,Gold
Germany,Silver
Switzerland,Gold
Italy-1,Gold
Switzerland,Silver
Italy,Gold
France-1,Silver
Spain,Silver
France,Silver
France,Gold
France,Bronze
France,Silver
France,Silver
Russia,Silver
Soviet Union,Silver
Soviet Union,Gold
Czechoslovakia,Silver
Norway,Bronze
Bucintoro Venezia,Gold
Bucintoro Venezia,Gold
Czechoslovakia,Silver
Italy,Silver
United States,Gold
United States,Gold
United States,Gold
Canada,Silver
Canada,Silver
Canada,Bronze
Argentina,Gold
France,Bronze
France,Silver
France,Bronze
France-1,Bronze
France,Gold
France,Gold
Italy,Bronze
France-1,Bronze
France,Gold
France,Gold
Argentina,Silver
France,Silver
Italy,Silver
Italy,Silver
Brazil,Silver
Brazil,Silver
Brazil,Gold
Austria,Silver
Germany,Bronze
Italy-1,Silver
Germany,Bronze
Germany,Bronze
Italy,Bronze
France,Bronze
Italy,Gold
Russia,Gold
Russia,Gold
Russia,Gold
Italy,Gold
Norway,Bronze
Norway,Bronze
Norway,Gold
Norway,Silver
United States-1,Bronze
United States-1,Gold
United States-1,Bronze
United States-1,Bronze
United States-1,Gold
Great Britain,Bronze
United States,Silver
United States,Gold
United States,Gold
United States-2,Silver
United States,Gold
United States,Gold
United States,Silver
Finland,Bronze
Norna,Gold
Norway,Silver
Norway,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Gold
Unified Team,Silver
Unified Team,Gold
Ukraine,Bronze
Czechoslovakia,Gold
Czechoslovakia,Gold
Czechoslovakia,Silver
Poland,Silver
Canada,Silver
Poland,Bronze
Denmark,Gold
Denmark,Gold
Serbia and Montenegro,Bronze
Norway,Bronze
Great Britain,Bronze
Latvia,Bronze
Soviet Union,Gold
Czechoslovakia,Silver
Czechoslovakia,Silver
Czechoslovakia,Bronze
United States,Gold
United States,Gold
South Africa,Silver
Australia,Bronze
Australia,Bronze
Canada,Bronze
Australia,Gold
France,Gold
France,Silver
France,Silver
France,Silver
France,Gold
France,Bronze
France,Bronze
France,Bronze
Switzerland,Silver
East Germany,Bronze
Netherlands,Silver
Germany,Bronze
Germany,Silver
Germany,Bronze
Germany,Bronze
East Germany,Silver
Denmark,Gold
Denmark,Silver
Denmark,Silver
Switzerland,Silver
United States,Gold
United States,Gold
United States,Silver
Great Britain,Silver
Devon and Somerset Wanderers,Gold
Hurlingham-2,Silver
United States,Gold
Romania,Bronze
Hungary,Gold
Hungary,Bronze
Hungary,Bronze
United States,Gold
Great Britain,Gold
Indonesia,Gold
Germany,Bronze
Soviet Union,Silver
Soviet Union,Silver
Estonia,Bronze
Poland,Bronze
United States,Gold
United States,Gold
Romania,Silver
France,Silver
United States,Bronze
Soviet Union,Gold
Soviet Union,Gold
Czechoslovakia,Silver
Great Britain,Gold
Great Britain,Gold
United States,Bronze
Switzerland,Silver
Switzerland,Bronze
Switzerland,Silver
Germany,Silver
Hungary,Bronze
Hungary,Gold
Hungary,Silver
Denmark,Silver
Germany,Bronze
Bulgaria,Bronze
Bulgaria,Gold
Bulgaria,Gold
Soviet Union,Bronze
Soviet Union,Bronze
Soviet Union,Bronze
Croatia,Silver
Yugoslavia,Gold
Yugoslavia,Gold
Croatia,Silver
Soviet Union-1,Silver
Soviet Union-1,Gold
Russia,Bronze
Slovenia,Silver
Soviet Union,Bronze
Romania,Silver
Montenegro,Silver
Montenegro,Silver
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Gold
Netherlands,Bronze
Netherlands,Bronze
Italy,Bronze
Italy,Gold
Romania,Bronze
Romania,Bronze
Czech Republic,Bronze
Croatia,Gold
United States,Silver
Great Britain,Gold
Italy,Silver
United States,Gold
United States,Bronze
France,Silver
East Germany,Silver
Germany,Gold
Germany,Bronze
Switzerland,Bronze
France,Bronze
Turkey,Silver
Soviet Union,Gold
Netherlands,Gold
Unified Team,Gold
Pakistan,Silver
Pakistan,Gold
Australia,Silver
Australia,Silver
Kenya,Gold
East Germany,Gold
Great Britain,Silver
Croatia,Bronze
Argentina,Gold
Italy,Gold
Nepal,Gold
Norway,Gold
Soviet Union,Gold
Devon and Somerset Wanderers,Gold
Bulgaria,Bronze
Switzerland,Silver
United States,Bronze
Soviet Union,Gold
Soviet Union,Gold
Ukraine,Silver
"New College, Oxford-2",Silver
United States,Bronze
United States,Silver
France,Gold
United States,Gold
Argentina,Gold
Russia,Silver
Russia,Bronze
Russia,Silver
Russia,Bronze
Soviet Union,Bronze
Soviet Union,Bronze
Soviet Union,Silver
Soviet Union,Bronze
France,Gold
Germany,Gold
Austria,Silver
Austria,Silver
Germany,Gold
Australia,Bronze
Great Britain,Bronze
Great Britain,Bronze
United States,Silver
Great Britain,Silver
Australia,Silver
Australia,Silver
Jamaica,Silver
Jamaica,Bronze
Great Britain,Gold
Great Britain,Silver
Soviet Union,Bronze
Croatia,Gold
Croatia,Silver
Romania,Silver
Canada,Bronze
Argentina,Bronze
Argentina,Bronze
Great Britain,Silver
Australia,Silver
United States,Silver
United States,Gold
United States,Gold
United States,Silver
Canada,Silver
Great Britain,Bronze
Great Britain,Gold
Great Britain,Gold
United States,Gold
United States,Gold
Russia,Bronze
Czechoslovakia,Bronze
United States,Silver
New Zealand,Silver
New Zealand,Gold
Ukraine,Bronze
Great Britain,Gold
Angelita,Gold
Great Britain,Gold
Jamaica,Silver
Canada,Silver
United States,Silver
United States,Gold
Australia,Gold
United States,Silver
Trinidad and Tobago,Gold
Trinidad and Tobago,Silver
Australia,Silver
Soviet Union,Gold
East Germany,Silver
Great Britain,Silver
United States,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
Great Britain,Bronze
United States,Silver
Australia,Bronze
United States,Gold
United States,Gold
United States,Gold
United States,Gold
Australia,Gold
Australia,Silver
Soviet Union,Gold
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Silver
France,Silver
Soviet Union,Bronze
Serbia,Silver
Hungary,Bronze
East Germany,Bronze
Germany,Bronze
Germany,Bronze
Germany,Bronze
Germany,Bronze
Germany,Bronze
Germany,Silver
East Germany,Gold
United States,Gold
Great Britain,Gold
Soviet Union,Gold
Germany,Bronze
Germany,Silver
Croatia,Gold
Croatia,Silver
Ukraine,Silver
West Germany,Bronze
United States,Gold
United States,Gold
United States,Silver
Soviet Union,Silver
Soviet Union,Silver
Netherlands,Bronze
Italy,Silver
Switzerland-1,Silver
Poland,Bronze
Russia,Gold
Soviet Union,Silver
Australia,Gold
Canada,Bronze
Great Britain,Silver
Great Britain,Gold
Great Britain,Bronze
Great Britain,Bronze
United States,Gold
United States,Bronze
United States,Gold
United States-1,Bronze
Unified Team,Gold
Pakistan,Gold
Pakistan,Silver
Great Britain,Silver
Germany,Bronze
Canada,Bronze
United States,Gold
United States,Gold
United States,Silver
Australia,Bronze
Serbia,Bronze
Soviet Union,Silver
Netherlands,Bronze
Buraddoo,Bronze
France,Bronze
Hungary,Gold
Soviet Union,Bronze
Soviet Union,Gold
Norway,Silver
Soviet Union,Bronze
United States,Gold
United States,Silver
Norway,Gold
Norway,Silver
South Korea,Gold
South Korea,Bronze
Soviet Union,Gold
Soviet Union,Silver
Soviet Union,Gold
Unified Team,Gold
Soviet Union,Bronze
Soviet Union,Bronze
Sweden,Silver
Sweden,Silver
Sweden,Bronze
United States,Silver
United States,Silver
Denmark,Gold
Ireland,Bronze
Canada,Gold
Canada,Silver
Canada,Gold
Sweden,Silver
Soviet Union,Bronze
Soviet Union,Bronze
Norway,Gold
Norway,Bronze
Norway,Bronze
Spain,Bronze
Cuba,Bronze
Mexico,Silver
Spain,Gold
France,Bronze
Spain,Silver
Spain,Bronze
Spain,Silver
Spain,Silver
Netherlands,Gold
Argentina,Gold
Italy,Bronze
Italy,Silver
Spain,Gold
Spain,Silver
Tritons Lillois-2,Silver
Sweden,Bronze
Sweden,Gold
Canada,Bronze
France,Gold
France,Silver
United States,Gold
United States,Gold
Italy,Bronze
Italy,Bronze
Italy,Silver
United States,Silver
Italy,Silver
Italy,Bronze
Italy,Silver
Italy,Bronze
Italy,Bronze
Italy,Silver
France,Silver
United States,Bronze
United States,Bronze
United States,Silver
China,Bronze
China,Silver
China,Gold
China-1,Silver
China-1,Gold
China,Silver
United States,Gold
Canada,Gold
Canada,Silver
Italy,Gold
Italy,Silver
Australia,Gold
Australia,Bronze
Czech Republic,Bronze
Yugoslavia,Silver
Yugoslavia,Silver
Yugoslavia,Silver
Turkey,Gold
Spain,Silver
Spain,Gold
Spain,Silver
Spain,Silver
Spain,Silver
Italy,Bronze
Argentina,Bronze
Spain,Gold
Italy,Bronze
Italy,Silver
Argentina,Silver
Italy,Bronze
Italy,Bronze
Italy,Silver
Italy,Silver
Italy,Silver
Italy,Bronze
Italy,Bronze
Italy,Silver
Italy,Gold
Canada,Silver
Canada,Bronze
Spain,Silver
Spain,Silver
Spain,Bronze
Cuba,Gold
Cuba,Bronze
Cuba,Bronze
Cuba,Gold
Cuba,Silver
Czechoslovakia,Silver
Canada,Bronze
United States,Gold
United States,Gold
Ireland,Bronze
Tango,Silver
Romania,Silver
United States,Gold
United States,Gold
Italy,Bronze
United States,Gold
United States,Silver
Colombia,Bronze
Great Britain,Silver
Trinidad and Tobago,Gold
Trinidad and Tobago,Silver
Belgium,Bronze
Italy,Silver
Italy,Bronze
Italy,Bronze
Argentina,Gold
France,Silver
Australia,Gold
Australia,Bronze
France,Silver
United States,Bronze
United States,Bronze
United States,Bronze
Czech Republic,Gold
Australia,Silver
Jamaica,Silver
Spain,Silver
Spain,Bronze
Australia,Bronze
Cuba,Bronze
Italy,Gold
Italy,Bronze
Italy,Gold
Italy,Gold
Japan,Silver
Cuba,Bronze
Jamaica,Silver
Canada,Bronze
Canada,Gold
Canada,Gold
Canada,Bronze
United States,Silver
Argentina,Bronze
Switzerland-1,Gold
Italy,Silver
Brazil,Silver
Brazil,Bronze
Italy,Bronze
Italy,Gold
Italy,Silver
Germany,Silver
Italy,Gold
Italy,Gold
Great Britain,Bronze
Australia,Gold
Canada,Silver
Canada,Gold
Canada,Gold
Australia,Bronze
Australia,Bronze
Australia,Gold
Australia,Gold
Australia,Silver
United States,Bronze
Great Britain,Gold
Great Britain,Silver
Great Britain,Gold
Canada,Gold
Canada,Gold
United States,Silver
Canada,Silver
Argentina,Silver
United States,Silver
United States,Silver
United States,Silver
Great Britain,Silver
Great Britain,Gold
United States,Silver
United States,Gold
United States,Silver
United States,Silver
United States,Bronze
Ireland-2,Silver
Jamaica,Silver
Jamaica,Bronze
Jamaica,Gold
Jamaica,Gold
Jamaica,Gold
Jamaica,Bronze
Jamaica,Silver
Jamaica,Silver
Germany,Silver
Mexico,Bronze
Australia,Gold
Australia,Bronze
Uruguay,Gold
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Gold
Turkey,Bronze
Uruguay,Gold
Switzerland,Silver
Switzerland,Gold
Switzerland,Gold
France,Bronze
France,Bronze
Turkey,Silver
Switzerland,Bronze
Switzerland,Gold
Switzerland-1,Bronze
USFSA,Silver
France,Bronze
France,Bronze
France,Bronze
Cuba,Bronze
France,Bronze
Great Britain,Gold
Italy,Gold
Italy,Bronze
Italy,Silver
France,Bronze
France,Gold
Mexico,Gold
Brazil,Bronze
Italy,Gold
Italy,Silver
United States,Silver
China,Gold
China,Silver
China,Gold
China,Gold
China,Bronze
China,Silver
Switzerland-2,Silver
Switzerland-1,Silver
Czech Republic,Bronze
Spain,Silver
Czechoslovakia,Gold
France,Gold
Germany,Gold
Elvis Va,Gold
Australia,Gold
Australia,Gold
Mexico,Bronze
Mexico,Silver
Mexico,Bronze
Mexico,Gold
Yugoslavia,Bronze
Argentina,Gold
Italy,Bronze
Italy,Gold
Italy,Silver
United States,Gold
Romania,Silver
Italy,Bronze
Romania,Silver
Italy,Gold
France,Bronze
France,Bronze
United States,Silver
Australia,Gold
Italy,Silver
Spain,Silver
Spain,Bronze
United States,Silver
Great Britain,Bronze
Brazil,Gold
Paraguay,Silver
Brazil,Silver
France,Bronze
United States,Gold
Australia,Silver
Angelita,Gold
United States,Gold
United States,Gold
United States,Gold
Great Britain,Silver
France,Gold
France,Silver
France,Bronze
Brazil,Gold
Sweden,Gold
Sweden,Silver
Sweden,Silver
Sweden,Gold
Sweden,Silver
Sweden,Gold
Sweden,Bronze
Sweden,Silver
Sweden,Silver
Sweden,Gold
Sweden,Silver
Sweden,Gold
Sweden,Gold
Sweden,Silver
Sweden,Gold
Sweden,Silver
Sweden,Silver
Romania,Bronze
Romania,Gold
Romania,Silver
Sweden,Bronze
Sweden,Silver
Canada,Bronze
Italy,Gold
Great Britain,Silver
Great Britain,Silver
United States,Bronze
United States,Bronze
Norway,Bronze
Denmark,Silver
Gallant,Silver
Sweden,Bronze
Norway,Gold
Norway,Silver
Sweden,Bronze
Sweden,Bronze
Sweden,Bronze
Sweden,Gold
Sweden,Silver
Denmark,Bronze
United States,Bronze
United States,Bronze
United States,Bronze
Great Britain,Bronze
United States,Bronze
Australasia,Gold
Italy,Bronze
Italy,Silver
Italy,Bronze
United States,Bronze
Venezuela,Bronze
Brazil,Bronze
Great Britain,Silver
Great Britain,Gold
United States,Silver
Great Britain,Bronze
Italy,Gold
Italy,Silver
Brazil,Gold
France,Silver
France,Bronze
France,Bronze
Italy,Bronze
Oranje,Gold
Oranje,Gold
Australia,Silver
Italy,Gold
Italy,Silver
United States,Silver
United States,Gold
United States,Gold
United States,Bronze
United States,Gold
United States,Gold
Great Britain,Bronze
United States,Gold
United States,Gold
United States,Gold
United States,Gold
India,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Bronze
United States,Gold
Great Britain,Bronze
Argentina,Gold
Italy,Silver
France,Silver
United States,Bronze
Argentina,Silver
Australia,Gold
Cuba,Silver
Cuba,Bronze
New Zealand,Gold
New Zealand,Gold
New Zealand,Bronze
Australasia,Gold
United States,Gold
Australia,Bronze
Australia,Silver
United States-2,Bronze
Ireland,Gold
Great Britain,Bronze
Great Britain,Bronze
United States-1,Silver
United States-1,Silver
Australia,Bronze
Great Britain,Bronze
South Africa,Gold
Denmark,Silver
Italy,Silver
New Zealand,Gold
Canada,Gold
United States,Silver
United States,Gold
United States,Silver
Jamaica,Gold
United States,Gold
United States,Silver
United States,Silver
United States,Bronze
United States,Gold
United States,Bronze
Germany,Bronze
United States,Silver
Cuba,Gold
Cuba,Gold
Canada,Bronze
United States,Silver
Italy,Silver
Spain,Silver
Cuba,Gold
Cuba,Silver
Cuba,Silver
France,Bronze
Argentina,Gold
Unified Team,Gold
Germany,Gold
Italy,Gold
Greece,Silver
Italy,Bronze
United States,Silver
United States,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Bronze
Czechoslovakia,Silver
Czechoslovakia,Gold
Czechoslovakia,Silver
Czechoslovakia,Gold
Czechoslovakia,Gold
Czechoslovakia,Gold
Czechoslovakia,Silver
Czechoslovakia,Gold
Czechoslovakia,Gold
Czechoslovakia,Gold
Czechoslovakia,Silver
Australia,Gold
Germany,Silver
Germany,Bronze
Germany,Bronze
Germany,Silver
Germany,Silver
Germany,Gold
Germany,Gold
Sweden,Gold
Italy,Bronze
Italy,Gold
Italy,Gold
France,Silver
United States,Gold
Great Britain,Gold
Italy,Gold
Italy,Silver
Italy,Bronze
Spain,Bronze
Belgium,Bronze
Argentina,Bronze
Italy,Bronze
United States,Bronze
Denmark,Silver
France,Silver
Cuba,Silver
Australia,Gold
United States,Silver
United States,Bronze
Cuba,Bronze
Cuba,Silver
Uruguay,Gold
Venezuela,Bronze
Italy,Bronze
United States,Gold
United States,Gold
United States,Gold
United States,Gold
Canada,Gold
United States,Silver
Sweden,Silver
Haiti,Silver
Italy,Bronze
Italy,Bronze
Italy,Bronze
South Africa,Silver
France,Silver
France,Silver
France,Silver
France,Gold
France,Silver
France,Gold
France,Gold
France,Bronze
Switzerland,Bronze
Switzerland,Bronze
Great Britain,Bronze
France,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Bronze
France,Bronze
Italy,Bronze
Italy,Bronze
Argentina,Silver
Argentina,Silver
Italy,Bronze
Argentina,Gold
United States,Gold
Croatia,Gold
Great Britain,Silver
Serbia,Silver
United States,Gold
Great Britain,Bronze
Australia,Bronze
Serbia,Bronze
Uruguay,Gold
Uruguay,Gold
Romania,Bronze
Italy,Gold
Italy,Bronze
Italy,Silver
South Africa,Bronze
Sweden,Gold
Sweden,Silver
Sweden,Silver
United States,Silver
United States,Gold
Yugoslavia,Bronze
United States,Bronze
United States,Bronze
United States,Silver
United States,Gold
Cuba,Gold
Cuba,Silver
Slovenia,Bronze
Soviet Union,Silver
Yugoslavia,Bronze
Yugoslavia,Gold
Yugoslavia,Gold
France,Bronze
Italy,Bronze
Italy,Bronze
Italy,Gold
Italy,Gold
Yugoslavia,Silver
Czechoslovakia,Bronze
Czechoslovakia,Silver
Romania,Silver
Romania,Bronze
Italy,Silver
Czechoslovakia,Silver
Croatia,Gold
Czechoslovakia,Bronze
Czechoslovakia,Silver
Czechoslovakia,Bronze
Czechoslovakia,Bronze
Sweden,Bronze
Peru,Silver
Sweden,Gold
France,Bronze
Soviet Union,Gold
Soviet Union,Gold
Bucintoro Venezia,Gold
Bucintoro Venezia,Gold
Cuba,Bronze
Italy,Bronze
Italy,Bronze
Soviet Union,Gold
United States,Gold
United States,Bronze
Georgia,Bronze
South Korea,Gold
South Korea,Silver
Georgia,Bronze
Argentina,Bronze
Czechoslovakia,Bronze
South Korea,Gold
South Korea,Silver
South Korea,Silver
Great Britain,Silver
France,Silver
France,Gold
France,Bronze
Russia,Gold
Russia,Gold
Canada,Bronze
Australia,Gold
Australia,Bronze
Australia,Bronze
Czechoslovakia,Silver
Czechoslovakia,Silver
Czechoslovakia,Silver
United States,Gold
New Zealand,Bronze
United States,Silver
United States,Gold
Canada,Gold
Great Britain,Silver
Great Britain,Silver
Great Britain,Silver
Great Britain,Silver
Great Britain,Silver
Italy,Bronze
United States,Bronze
Switzerland,Silver
Switzerland,Bronze
Switzerland,Gold
Switzerland,Silver
Switzerland,Bronze
Argentina,Silver
Switzerland,Gold
France,Silver
Australasia,Gold
Canada,Bronze
Canada,Silver
Canada,Silver
Malaysia,Silver
India,Gold
India,Gold
India,Gold
United States,Gold
United States,Gold
Australia,Bronze
United States,Gold
Chinese Taipei,Silver
South Korea,Gold
South Korea,Gold
China,Silver
Chinese Taipei,Silver
Chinese Taipei,Silver
China,Silver
China,Silver
France,Bronze
Soviet Union,Gold
Canada,Bronze
Canada,Silver
Canada,Bronze
Canada,Silver
Australia,Bronze
Great Britain,Gold
Australia,Bronze
Australia,Gold
Australia,Silver
Australia,Bronze
United States,Silver
United States,Silver
Cuba,Bronze
Great Britain,Gold
France,Bronze
France,Gold
France,Silver
France,Bronze
Quand-Mme-2,Silver
Quand-Mme-2,Silver
France,Bronze
France,Silver
France,Bronze
Canada,Silver
Canada,Bronze
Canada,Bronze
Netherlands,Bronze
United States,Bronze
Great Britain,Gold
United States,Gold
United States,Gold
Cuba,Gold
Australia,Silver
Belgium,Silver
Australia,Bronze
Australia,Gold
Australia,Silver
Australia,Silver
Australia,Silver
United States,Gold
France,Bronze
France,Bronze
Smyrna,Silver
Sweden,Gold
France,Gold
France,Gold
France,Gold
Canada,Bronze
Canada,Silver
Canada,Gold
Czechoslovakia,Bronze
United States,Silver
Zimbabwe,Gold
Russia,Silver
United States,Gold
United States,Silver
United States,Gold
France,Bronze
Pakistan,Bronze
France,Gold
France,Bronze
Spain,Silver
Mexico,Gold
Soviet Union,Silver
Malaysia-1,Silver
Ukraine,Bronze
Ukraine,Gold
Ukraine,Gold
Soviet Union,Silver
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Gold
Italy,Bronze
United States,Bronze
United States,Gold
United States,Silver
United States,Silver
United States,Gold
United States,Gold
United States,Bronze
Great Britain,Bronze
France,Silver
Romania,Silver
Romania,Bronze
Romania,Silver
Romania,Silver
Romania,Bronze
Soviet Union,Bronze
United States,Silver
Kenya,Silver
United States,Silver
Uruguay,Bronze
Italy,Bronze
Russia,Gold
Russia,Bronze
China,Gold
China,Gold
Chinese Taipei,Silver
China,Bronze
China,Gold
China,Silver
China,Bronze
China,Gold
China,Silver
Chinese Taipei,Silver
Chinese Taipei,Bronze
China,Gold
Chinese Taipei,Bronze
China,Silver
China,Bronze
China,Gold
China-1,Gold
China,Bronze
China,Bronze
China,Silver
China-1,Gold
China,Silver
